,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
249,Ketria Triome,L,0.0,,,,,"({T}: Add {G}, {U}, or {R}.)
Ketria Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Land,"Forest, Island, Mountain"
250,Raugrin Triome,L,0.0,,,,,"({T}: Add {U}, {R}, or {W}.)
Raugrin Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Land,"Island, Mountain, Plains"
251,Rugged Highlands,L,0.0,,,,,"Rugged Highlands enters the battlefield tapped.
When Rugged Highlands enters the battlefield, you gain 1 life.
{T}: Add {R} or {G}.",common,,,Land,
252,Savai Triome,L,0.0,,,,,"({T}: Add {R}, {W}, or {B}.)
Savai Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Land,"Mountain, Plains, Swamp"
253,Scoured Barrens,L,0.0,,,,,"Scoured Barrens enters the battlefield tapped.
When Scoured Barrens enters the battlefield, you gain 1 life.
{T}: Add {W} or {B}.",common,,,Land,
254,Swiftwater Cliffs,L,0.0,,,,,"Swiftwater Cliffs enters the battlefield tapped.
When Swiftwater Cliffs enters the battlefield, you gain 1 life.
{T}: Add {U} or {R}.",common,,,Land,
255,Thornwood Falls,L,0.0,,,,,"Thornwood Falls enters the battlefield tapped.
When Thornwood Falls enters the battlefield, you gain 1 life.
{T}: Add {G} or {U}.",common,,,Land,
256,Tranquil Cove,L,0.0,,,,,"Tranquil Cove enters the battlefield tapped.
When Tranquil Cove enters the battlefield, you gain 1 life.
{T}: Add {W} or {U}.",common,,,Land,
257,Wind-Scarred Crag,L,0.0,,,,,"Wind-Scarred Crag enters the battlefield tapped.
When Wind-Scarred Crag enters the battlefield, you gain 1 life.
{T}: Add {R} or {W}.",common,,,Land,
258,Zagoth Triome,L,0.0,,,,,"({T}: Add {B}, {G}, or {U}.)
Zagoth Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Land,"Swamp, Forest, Island"
259,"Zilortha, Strength Incarnate","G, R",5.0,{3}{R}{G},7.0,3.0,,"Trample
Lethal damage dealt to creatures you control is determined by their power rather than their toughness.",mythic,Trample,Legendary,Creature,Dinosaur
