,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
273,Prized Amalgam,"B, U",3.0,{1}{U}{B},3.0,3.0,,"Whenever a creature enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, return Prized Amalgam from your graveyard to the battlefield tapped at the beginning of the next end step.",rare,,,Creature,Zombie
274,"Sigarda, Heron's Grace","G, W",5.0,{3}{G}{W},4.0,5.0,,"Flying
You and Humans you control have hexproof.
{2}, Exile a card from your graveyard: Create a 1/1 white Human Soldier creature token.",mythic,Flying,Legendary,Creature,Angel
275,"Sorin, Grim Nemesis","B, W",6.0,{4}{W}{B},,,6.0,"[+1]: Reveal the top card of your library and put that card into your hand. Each opponent loses life equal to its mana value.
[−X]: Sorin, Grim Nemesis deals X damage to target creature or planeswalker and you gain X life.
[−9]: Create a number of 1/1 black Vampire Knight creature tokens with lifelink equal to the highest life total among all players.",mythic,,Legendary,Planeswalker,Sorin
276,Brain in a Jar,C,2.0,{2},,,,"{1}, {T}: Put a charge counter on Brain in a Jar, then you may cast an instant or sorcery spell with mana value equal to the number of charge counters on Brain in a Jar from your hand without paying its mana cost.
{3}, {T}, Remove X charge counters from Brain in a Jar: Scry X.",rare,Scry,,Artifact,
277,Corrupted Grafstone,C,2.0,{2},,,,"Corrupted Grafstone enters the battlefield tapped.
{T}: Choose a color of a card in your graveyard. Add one mana of that color.",rare,,,Artifact,
278,Epitaph Golem,C,5.0,{5},3.0,5.0,,{2}: Put target card from your graveyard on the bottom of your library.,uncommon,,,"Artifact, Creature",Golem
279,Explosive Apparatus,C,1.0,{1},,,,"{3}, {T}, Sacrifice Explosive Apparatus: It deals 2 damage to any target.",common,,,Artifact,
280,Harvest Hand,C,3.0,{3},2.0,2.0,,"When Harvest Hand dies, return it to the battlefield transformed under your control.",uncommon,Transform,,"Artifact, Creature",Scarecrow
281,Scrounged Scythe,C,3.0,,,,,"Equipped creature gets +1/+1.
As long as equipped creature is a Human, it has menace. (It can't be blocked except by two or more creatures.)
Equip {2}",uncommon,Equip,,Artifact,Equipment
282,Haunted Cloak,C,3.0,{3},,,,"Equipped creature has vigilance, trample, and haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact,Equipment
283,Magnifying Glass,C,3.0,{3},,,,"{T}: Add {C}.
{4}, {T}: Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")",uncommon,Investigate,,Artifact,
284,Murderer's Axe,C,4.0,{4},,,,"Equipped creature gets +2/+2.
Equip—Discard a card.",uncommon,Equip,,Artifact,Equipment
285,Neglected Heirloom,C,1.0,{1},,,,"Equipped creature gets +1/+1.
When equipped creature transforms, transform Neglected Heirloom.
Equip {1}",uncommon,"Equip, Transform",,Artifact,Equipment
286,Ashmouth Blade,C,1.0,,,,,"Equipped creature gets +3/+3 and has first strike.
Equip {3}",uncommon,Equip,,Artifact,Equipment
287,Runaway Carriage,C,4.0,{4},5.0,6.0,,"Trample
When Runaway Carriage attacks or blocks, sacrifice it at end of combat.",uncommon,Trample,,"Artifact, Creature",Construct
288,Shard of Broken Glass,C,1.0,{1},,,,"Equipped creature gets +1/+0.
Whenever equipped creature attacks, you may mill two cards.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,"Equip, Mill",,Artifact,Equipment
289,Skeleton Key,C,1.0,{1},,,,"Equipped creature has skulk. (It can't be blocked by creatures with greater power.)
Whenever equipped creature deals combat damage to a player, you may draw a card. If you do, discard a card.
Equip {2}",uncommon,Equip,,Artifact,Equipment
290,Slayer's Plate,C,3.0,{3},,,,"Equipped creature gets +4/+2.
Whenever equipped creature dies, if it was a Human, create a 1/1 white Spirit creature token with flying.
Equip {3}",rare,Equip,,Artifact,Equipment
291,Tamiyo's Journal,C,5.0,{5},,,,"At the beginning of your upkeep, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
{T}, Sacrifice three Clues: Search your library for a card, put that card into your hand, then shuffle.",rare,Investigate,Legendary,Artifact,
292,Thraben Gargoyle,C,1.0,{1},2.0,2.0,,"Defender
{6}: Transform Thraben Gargoyle.",uncommon,"Defender, Transform",,"Artifact, Creature",Gargoyle
293,Stonewing Antagonizer,C,1.0,,4.0,2.0,,Flying,uncommon,Flying,,"Artifact, Creature","Gargoyle, Horror"
294,True-Faith Censer,C,2.0,{2},,,,"Equipped creature gets +1/+1 and has vigilance.
As long as equipped creature is a Human, it gets an additional +1/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
295,Wicker Witch,C,3.0,{3},3.0,1.0,,,common,,,"Artifact, Creature",Scarecrow
296,Wild-Field Scarecrow,C,3.0,{3},1.0,4.0,,"Defender
{2}, Sacrifice Wild-Field Scarecrow: Search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle.",uncommon,Defender,,"Artifact, Creature",Scarecrow
297,Choked Estuary,L,0.0,,,,,"As Choked Estuary enters the battlefield, you may reveal an Island or Swamp card from your hand. If you don't, Choked Estuary enters the battlefield tapped.
{T}: Add {U} or {B}.",rare,,,Land,
298,Drownyard Temple,L,0.0,,,,,"{T}: Add {C}.
{3}: Return Drownyard Temple from your graveyard to the battlefield tapped.",rare,,,Land,
299,Foreboding Ruins,L,0.0,,,,,"As Foreboding Ruins enters the battlefield, you may reveal a Swamp or Mountain card from your hand. If you don't, Foreboding Ruins enters the battlefield tapped.
{T}: Add {B} or {R}.",rare,,,Land,
300,Forsaken Sanctuary,L,0.0,,,,,"Forsaken Sanctuary enters the battlefield tapped.
{T}: Add {W} or {B}.",uncommon,,,Land,
301,Fortified Village,L,0.0,,,,,"As Fortified Village enters the battlefield, you may reveal a Forest or Plains card from your hand. If you don't, Fortified Village enters the battlefield tapped.
{T}: Add {G} or {W}.",rare,,,Land,
302,Foul Orchard,L,0.0,,,,,"Foul Orchard enters the battlefield tapped.
{T}: Add {B} or {G}.",uncommon,,,Land,
303,Game Trail,L,0.0,,,,,"As Game Trail enters the battlefield, you may reveal a Mountain or Forest card from your hand. If you don't, Game Trail enters the battlefield tapped.
{T}: Add {R} or {G}.",rare,,,Land,
304,Highland Lake,L,0.0,,,,,"Highland Lake enters the battlefield tapped.
{T}: Add {U} or {R}.",uncommon,,,Land,
305,Port Town,L,0.0,,,,,"As Port Town enters the battlefield, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters the battlefield tapped.
{T}: Add {W} or {U}.",rare,,,Land,
306,Stone Quarry,L,0.0,,,,,"Stone Quarry enters the battlefield tapped.
{T}: Add {R} or {W}.",uncommon,,,Land,
307,Warped Landscape,L,0.0,,,,,"{T}: Add {C}.
{2}, {T}, Sacrifice Warped Landscape: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,,,Land,
308,Westvale Abbey,L,0.0,,,,,"{T}: Add {C}.
{5}, {T}, Pay 1 life: Create a 1/1 white and black Human Cleric creature token.
{5}, {T}, Sacrifice five creatures: Transform Westvale Abbey, then untap it.",rare,Transform,,Land,
309,"Ormendahl, Profane Prince",B,0.0,,9.0,7.0,,"Flying, lifelink, indestructible, haste",rare,"Flying, Haste, Indestructible, Lifelink",Legendary,Creature,Demon
310,Woodland Stream,L,0.0,,,,,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",uncommon,,,Land,
