,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
3204,Angelfire Ignition,"R, W",3.0,{1}{R}{W},,,,"Put two +1/+1 counters on target creature. It gains vigilance, trample, lifelink, indestructible, and haste until end of turn.
Flashback {2}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3205,Arcane Infusion,"R, U",2.0,{U}{R},,,,"Look at the top four cards of your library. You may reveal an instant or sorcery card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Flashback {3}{U}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Instant,
3206,"Arlinn, the Pack's Hope","G, R",4.0,{2}{R}{G},,,4.0,"Daybound (If a player casts no spells during their own turn, it becomes night next turn.)
[+1]: Until your next turn, you may cast creature spells as though they had flash, and each creature you control enters the battlefield with an additional +1/+1 counter on it.
[−3]: Create two 2/2 green Wolf creature tokens.",mythic,Daybound,Legendary,Planeswalker,Arlinn
3207,"Arlinn, the Moon's Fury","G, R",4.0,,,,4.0,"Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)
[+2]: Add {R}{G}.
[0]: Until end of turn, Arlinn, the Moon's Fury becomes a 5/5 Werewolf creature with trample, indestructible, and haste.",mythic,Nightbound,Legendary,Planeswalker,Arlinn
3208,Bladestitched Skaab,"B, U",2.0,{U}{B},2.0,3.0,,Other Zombies you control get +1/+0.,uncommon,,,Creature,"Zombie, Soldier"
3209,Can't Stay Away,"B, W",2.0,{W}{B},,,,"Return target creature card with mana value 3 or less from your graveyard to the battlefield. It gains ""If this creature would die, exile it instead.""
Flashback {3}{W}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3210,Corpse Cobble,"B, U",2.0,{U}{B},,,,"As an additional cost to cast this spell, sacrifice any number of creatures.
Create an X/X blue and black Zombie creature token with menace, where X is the total power of the sacrificed creatures.
Flashback {3}{U}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",uncommon,Flashback,,Instant,
3211,Croaking Counterpart,"G, U",3.0,{1}{G}{U},,,,"Create a token that's a copy of target non-Frog creature, except it's a 1/1 green Frog.
Flashback {3}{G}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3212,Dawnhart Wardens,"G, W",3.0,{1}{G}{W},3.0,3.0,,"Vigilance
Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, creatures you control get +1/+0 until end of turn.",uncommon,"Coven, Vigilance",,Creature,"Human, Warlock"
3213,"Dennick, Pious Apprentice","U, W",2.0,{W}{U},2.0,3.0,,"Lifelink
Cards in graveyards can't be the targets of spells or abilities.
Disturb {2}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",rare,"Disturb, Lifelink, Transform",Legendary,Creature,"Human, Soldier"
3214,"Dennick, Pious Apparition","U, W",2.0,,3.0,2.0,,"Flying
Whenever one or more creature cards are put into graveyards from anywhere, investigate. This ability triggers only once each turn. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this artifact: Draw a card."")
If Dennick, Pious Apparition would be put into a graveyard from anywhere, exile it instead.",rare,"Flying, Investigate",Legendary,Creature,"Spirit, Soldier"
3215,Devoted Grafkeeper,"U, W",2.0,{W}{U},2.0,1.0,,"When Devoted Grafkeeper enters the battlefield, mill two cards.
Whenever you cast a spell from your graveyard, tap target creature you don't control.
Disturb {1}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)",uncommon,"Disturb, Mill, Transform",,Creature,"Human, Peasant"
3216,Departed Soulkeeper,"U, W",2.0,,3.0,1.0,,"Flying
Departed Soulkeeper can block only creatures with flying.
If Departed Soulkeeper would be put into a graveyard from anywhere, exile it instead.",uncommon,Flying,,Creature,Spirit
3217,Dire-Strain Rampage,"G, R",3.0,{1}{R}{G},,,,"Destroy target artifact, enchantment, or land. If a land was destroyed this way, its controller may search their library for up to two basic land cards, put them onto the battlefield tapped, then shuffle. Otherwise, its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.
Flashback {3}{R}{G}",rare,Flashback,,Sorcery,
3218,Diregraf Rebirth,"B, G",5.0,{3}{B}{G},,,,"This spell costs {1} less to cast for each creature that died this turn.
Return target creature card from your graveyard to the battlefield.
Flashback {5}{B}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Sorcery,
3219,Faithful Mending,"U, W",2.0,{W}{U},,,,"You gain 2 life, draw two cards, then discard two cards.
Flashback {1}{W}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Instant,
3220,Fleshtaker,"B, W",2.0,{W}{B},2.0,2.0,,"Whenever you sacrifice another creature, you gain 1 life and scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{1}, Sacrifice another creature: Fleshtaker gets +2/+2 until end of turn.",uncommon,Scry,,Creature,"Human, Assassin"
3221,"Florian, Voldaren Scion","B, R",3.0,{1}{B}{R},3.0,3.0,,"First strike
At the beginning of your postcombat main phase, look at the top X cards of your library, where X is the total amount of life your opponents lost this turn. Exile one of those cards and put the rest on the bottom of your library in a random order. You may play the exiled card this turn.",rare,First strike,Legendary,Creature,"Vampire, Noble"
3222,Galvanic Iteration,"R, U",2.0,{U}{R},,,,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.
Flashback {1}{U}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Instant,
3223,Ghoulcaller's Harvest,"B, G",2.0,{B}{G},,,,"Create X 2/2 black Zombie creature tokens with decayed, where X is half the number of creature cards in your graveyard, rounded up. (A creature with decayed can't block. When it attacks, sacrifice it at end of combat.)
Flashback {3}{B}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3224,Grizzly Ghoul,"B, G",4.0,{2}{B}{G},4.0,3.0,,"Trample
Grizzly Ghoul enters the battlefield with a +1/+1 counter on it for each creature that died this turn.",uncommon,Trample,,Creature,"Zombie, Bear"
3225,Hallowed Respite,"U, W",2.0,{W}{U},,,,"Exile target nonlegendary creature, then return it to the battlefield under its owner's control. If it entered under your control, put a +1/+1 counter on it. Otherwise, tap it.
Flashback {1}{W}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3226,Hungry for More,"B, R",2.0,{B}{R},,,,"Create a 3/1 black and red Vampire creature token with trample, lifelink, and haste. Sacrifice it at the beginning of the next end step.
Flashback {1}{B}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,"Flashback, Lifelink",,Sorcery,
3227,Join the Dance,"G, W",2.0,{G}{W},,,,"Create two 1/1 white Human creature tokens.
Flashback {3}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Sorcery,
3228,"Katilda, Dawnhart Prime","G, W",2.0,{G}{W},1.0,1.0,,"Protection from Werewolves
Human creatures you control have ""{T}: Add one mana of any of this creature's colors.""
{4}{G}{W}, {T}: Put a +1/+1 counter on each creature you control.",rare,Protection,Legendary,Creature,"Human, Warlock"
3229,Kessig Naturalist,"G, R",2.0,{R}{G},2.0,2.0,,"Whenever Kessig Naturalist attacks, add {R} or {G}. Until end of turn, you don't lose this mana as steps and phases end.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature,"Human, Werewolf"
3230,Lord of the Ulvenwald,"G, R",2.0,,3.0,3.0,,"Other Wolves and Werewolves you control get +1/+1.
Whenever Lord of the Ulvenwald attacks, add {R} or {G}. Until end of turn, you don't lose this mana as steps and phases end.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature,Werewolf
3231,"Liesa, Forgotten Archangel","B, W",5.0,{2}{W}{W}{B},4.0,5.0,,"Flying, lifelink
Whenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step.
If a creature an opponent controls would die, exile it instead.",rare,"Flying, Lifelink",Legendary,Creature,Angel
3232,"Ludevic, Necrogenius","B, U",2.0,{U}{B},2.0,3.0,,"Whenever Ludevic, Necrogenius enters the battlefield or attacks, mill a card.
{X}{U}{U}{B}{B}, Exile X creature cards from your graveyard: Transform Ludevic. X can't be 0. Activate only as a sorcery.",rare,"Mill, Transform",Legendary,Creature,"Human, Wizard"
3233,"Olag, Ludevic's Hubris","B, U",2.0,,4.0,4.0,,"As this creature transforms into Olag, Ludevic's Hubris, it becomes a copy of a creature card exiled with it, except its name is Olag, Ludevic's Hubris, it's 4/4, and it's a legendary blue and black Zombie in addition to its other colors and types. Put a number of +1/+1 counters on Olag equal to the number of creature cards exiled with it.",rare,Transform,Legendary,Creature,Zombie
3234,"Rem Karolus, Stalwart Slayer","R, W",3.0,{1}{R}{W},2.0,3.0,,"Flying, haste
If a spell would deal damage to you or another permanent you control, prevent that damage.
If a spell would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",rare,"Flying, Haste",Legendary,Creature,"Human, Knight"
3235,Rite of Harmony,"G, W",2.0,{G}{W},,,,"Whenever a creature or enchantment enters the battlefield under your control this turn, draw a card.
Flashback {2}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Instant,
3236,Rite of Oblivion,"B, W",2.0,{W}{B},,,,"As an additional cost to cast this spell, sacrifice a nonland permanent.
Exile target nonland permanent.
Flashback {2}{W}{B} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",uncommon,Flashback,,Sorcery,
3237,Rootcoil Creeper,"G, U",2.0,{G}{U},2.0,2.0,,"{T}: Add one mana of any color.
{T}: Add two mana of any one color. Spend this mana only to cast spells from your graveyard.
{G}{U}, {T}, Exile Rootcoil Creeper: Return target card with flashback you own from exile to your hand.",uncommon,,,Creature,"Plant, Horror"
3238,Sacred Fire,"R, W",2.0,{R}{W},,,,"Sacred Fire deals 2 damage to any target and you gain 2 life.
Flashback {4}{R}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Instant,
3239,"Sigarda, Champion of Light","G, W",4.0,{1}{G}{W}{W},4.0,4.0,,"Flying, trample
Humans you control get +1/+1.
Coven — Whenever Sigarda attacks, if you control three or more creatures with different powers, look at the top five cards of your library. You may reveal a Human creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",mythic,"Coven, Flying, Trample",Legendary,Creature,Angel
3240,Siphon Insight,"B, U",2.0,{U}{B},,,,"Look at the top two cards of target opponent's library. Exile one of them face down and put the other on the bottom of that library. You may look at and play the exiled card for as long as it remains exiled, and you may spend mana as though it were mana of any color to cast that spell.
Flashback {1}{U}{B}",rare,Flashback,,Instant,
3241,"Slogurk, the Overslime","G, U",3.0,{1}{G}{U},3.0,3.0,,"Trample
Whenever a land card is put into your graveyard from anywhere, put a +1/+1 counter on Slogurk, the Overslime.
Remove three +1/+1 counters from Slogurk: Return it to its owner's hand.
When Slogurk leaves the battlefield, return up to three target land cards from your graveyard to your hand.",rare,Trample,Legendary,Creature,Ooze
3242,Storm Skreelix,"R, U",5.0,{3}{U}{R},2.0,4.0,,"Flying
Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, Storm Skreelix gets +2/+0 until end of turn.",uncommon,Flying,,Creature,"Drake, Horror"
3243,Sunrise Cavalier,"R, W",3.0,{1}{R}{W},3.0,3.0,,"Trample, haste
If it's neither day nor night, it becomes day as Sunrise Cavalier enters the battlefield.
Whenever day becomes night or night becomes day, put a +1/+1 counter on target creature you control.",uncommon,"Haste, Trample",,Creature,"Human, Knight"
3244,"Teferi, Who Slows the Sunset","U, W",4.0,{2}{W}{U},,,4.0,"[+1]: Choose up to one target artifact, up to one target creature, and up to one target land. Untap the chosen permanents you control. Tap the chosen permanents you don't control. You gain 2 life.
[−2]: Look at the top three cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order.
[−7]: You get an emblem with ""Untap all permanents you control during each opponent's untap step"" and ""You draw a card during each opponent's draw step.""",mythic,,Legendary,Planeswalker,Teferi
3245,"Tovolar, Dire Overlord","G, R",3.0,{1}{R}{G},3.0,3.0,,"Whenever a Wolf or Werewolf you control deals combat damage to a player, draw a card.
At the beginning of your upkeep, if you control three or more Wolves and/or Werewolves, it becomes night. Then transform any number of Human Werewolves you control.
Daybound",rare,"Daybound, Transform",Legendary,Creature,"Human, Werewolf"
3246,"Tovolar, the Midnight Scourge","G, R",3.0,,4.0,4.0,,"Whenever a Wolf or Werewolf you control deals combat damage to a player, draw a card.
{X}{R}{G}: Target Wolf or Werewolf you control gets +X/+0 and gains trample until end of turn.
Nightbound",rare,Nightbound,Legendary,Creature,Werewolf
3247,Unnatural Moonrise,"G, R",2.0,{R}{G},,,,"It becomes night. Until end of turn, target creature gets +1/+0 and gains trample and ""Whenever this creature deals combat damage to a player, draw a card.""
Flashback {2}{R}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Sorcery,
3248,"Vadrik, Astral Archmage","R, U",3.0,{1}{U}{R},1.0,2.0,,"If it's neither day nor night, it becomes day as Vadrik, Astral Archmage enters the battlefield.
Instant and sorcery spells you cast cost {X} less to cast, where X is Vadrik's power.
Whenever day becomes night or night becomes day, put a +1/+1 counter on Vadrik.",rare,,Legendary,Creature,"Human, Wizard"
3249,Vampire Socialite,"B, R",2.0,{B}{R},2.0,2.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Vampire Socialite enters the battlefield, if an opponent lost life this turn, put a +1/+1 counter on each other Vampire you control.
As long as an opponent lost life this turn, each other Vampire you control enters the battlefield with an additional +1/+1 counter on it.",uncommon,Menace,,Creature,"Vampire, Noble"
3250,Wake to Slaughter,"B, R",5.0,{3}{B}{R},,,,"Choose up to two target creature cards in your graveyard. An opponent chooses one of them. Return that card to your hand. Return the other to the battlefield under your control. It gains haste. Exile it at the beginning of the next end step.
Flashback {4}{B}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",rare,Flashback,,Sorcery,
3251,Winterthorn Blessing,"G, U",2.0,{G}{U},,,,"Put a +1/+1 counter on up to one target creature you control. Tap up to one target creature you don't control, and that creature doesn't untap during its controller's next untap step.
Flashback {1}{G}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",uncommon,Flashback,,Sorcery,
3252,The Celestus,C,3.0,{3},,,,"If it's neither day nor night, it becomes day as The Celestus enters the battlefield.
{T}: Add one mana of any color.
{3}, {T}: If it's night, it becomes day. Otherwise, it becomes night. Activate only as a sorcery.
Whenever day becomes night or night becomes day, you gain 1 life. You may draw a card. If you do, discard a card.",rare,,Legendary,Artifact,
3253,Crossroads Candleguide,C,4.0,{4},3.0,4.0,,"When Crossroads Candleguide enters the battlefield, exile up to one target card from a graveyard.
{2}: Add one mana of any color.",common,,,"Artifact, Creature",Scarecrow
3254,Jack-o'-Lantern,C,1.0,{1},,,,"{1}, {T}, Sacrifice Jack-o'-Lantern: Exile up to one target card from a graveyard. Draw a card.
{1}, Exile Jack-o'-Lantern from your graveyard: Add one mana of any color.",common,,,Artifact,
3255,Moonsilver Key,C,2.0,{2},,,,"{1}, {T}, Sacrifice Moonsilver Key: Search your library for an artifact card with a mana ability or a basic land card, reveal it, put it into your hand, then shuffle.",uncommon,,,Artifact,
3256,Mystic Skull,C,2.0,{2},,,,"{1}, {T}: Add one mana of any color.
{5}, {T}: Transform Mystic Skull.",uncommon,Transform,,Artifact,
3257,Mystic Monstrosity,C,2.0,,5.0,6.0,,"Lands you control have ""{T}: Add one mana of any color.""",uncommon,,,"Artifact, Creature",Construct
3258,Pithing Needle,C,1.0,{1},,,,"As Pithing Needle enters the battlefield, choose a card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",rare,,,Artifact,
3259,Silver Bolt,C,1.0,{1},,,,"{3}, {T}, Sacrifice Silver Bolt: It deals 3 damage to target creature. If a Werewolf is dealt damage this way, destroy it.",common,,,Artifact,
3260,Stuffed Bear,C,2.0,{2},,,,{2}: Stuffed Bear becomes a 4/4 green Bear artifact creature until end of turn.,common,,,Artifact,
3261,Deserted Beach,L,0.0,,,,,"Deserted Beach enters the battlefield tapped unless you control two or more other lands.
{T}: Add {W} or {U}.",rare,,,Land,
3262,Field of Ruin,L,0.0,,,,,"{T}: Add {C}.
{2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles.",uncommon,,,Land,
3263,Haunted Ridge,L,0.0,,,,,"Haunted Ridge enters the battlefield tapped unless you control two or more other lands.
{T}: Add {B} or {R}.",rare,,,Land,
3264,Hostile Hostel,L,0.0,,,,,"{T}: Add {C}.
{1}, {T}, Sacrifice a creature: Put a soul counter on Hostile Hostel. Then if there are three or more soul counters on it, remove those counters, transform it, then untap it. Activate only as a sorcery.",mythic,Transform,,Land,
3265,Creeping Inn,B,3.0,,3.0,7.0,,"Whenever Creeping Inn attacks, you may exile a creature card from your graveyard. If you do, each opponent loses X life and you gain X life, where X is the number of creature cards exiled with Creeping Inn.
{4}: Creeping Inn phases out.",mythic,,,"Artifact, Creature","Horror, Construct"
3266,Overgrown Farmland,L,0.0,,,,,"Overgrown Farmland enters the battlefield tapped unless you control two or more other lands.
{T}: Add {G} or {W}.",rare,,,Land,
3267,Rockfall Vale,L,0.0,,,,,"Rockfall Vale enters the battlefield tapped unless you control two or more other lands.
{T}: Add {R} or {G}.",rare,,,Land,
3268,Shipwreck Marsh,L,0.0,,,,,"Shipwreck Marsh enters the battlefield tapped unless you control two or more other lands.
{T}: Add {U} or {B}.",rare,,,Land,
3269,Aegis of the Heavens,W,2.0,{1}{W},,,,Target creature gets +1/+7 until end of turn.,uncommon,,,Instant,
3270,Aethershield Artificer,W,4.0,{3}{W},3.0,3.0,,"At the beginning of combat on your turn, target artifact creature you control gets +2/+2 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",uncommon,,,Creature,"Dwarf, Artificer"
3271,"Ajani, Adversary of Tyrants",W,4.0,{2}{W}{W},,,4.0,"[+1]: Put a +1/+1 counter on each of up to two target creatures.
[−2]: Return target creature card with mana value 2 or less from your graveyard to the battlefield.
[−7]: You get an emblem with ""At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink.""",mythic,,Legendary,Planeswalker,Ajani
3272,Ajani's Last Stand,W,4.0,{2}{W}{W},,,,"Whenever a creature or planeswalker you control dies, you may sacrifice Ajani's Last Stand. If you do, create a 4/4 white Avatar creature token with flying.
When a spell or ability an opponent controls causes you to discard this card, if you control a Plains, create a 4/4 white Avatar creature token with flying.",rare,,,Enchantment,
3273,Ajani's Pridemate,W,2.0,{1}{W},2.0,2.0,,"Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate.",uncommon,,,Creature,"Cat, Soldier"
3274,Ajani's Welcome,W,1.0,{W},,,,"Whenever a creature enters the battlefield under your control, you gain 1 life.",uncommon,,,Enchantment,
3275,Angel of the Dawn,W,5.0,{4}{W},3.0,3.0,,"Flying
When Angel of the Dawn enters the battlefield, creatures you control get +1/+1 and gain vigilance until end of turn.",common,Flying,,Creature,Angel
3276,Cavalry Drillmaster,W,2.0,{1}{W},2.0,1.0,,"When Cavalry Drillmaster enters the battlefield, target creature gets +2/+0 and gains first strike until end of turn. (It deals combat damage before creatures without first strike.)",common,,,Creature,"Human, Knight"
3277,Cleansing Nova,W,5.0,{3}{W}{W},,,,"Choose one —
• Destroy all creatures.
• Destroy all artifacts and enchantments.",rare,,,Sorcery,
3278,Daybreak Chaplain,W,2.0,{1}{W},1.0,3.0,,Lifelink (Damage dealt by this creature also causes you to gain that much life.),common,Lifelink,,Creature,"Human, Cleric"
3279,Dwarven Priest,W,4.0,{3}{W},2.0,4.0,,"When Dwarven Priest enters the battlefield, you gain 1 life for each creature you control.",common,,,Creature,"Dwarf, Cleric"
3280,Gallant Cavalry,W,4.0,{3}{W},2.0,2.0,,"Vigilance (Attacking doesn't cause this creature to tap.)
When Gallant Cavalry enters the battlefield, create a 2/2 white Knight creature token with vigilance.",common,Vigilance,,Creature,"Human, Knight"
3281,Herald of Faith,W,5.0,{3}{W}{W},4.0,3.0,,"Flying
Whenever Herald of Faith attacks, you gain 2 life.",uncommon,Flying,,Creature,Angel
3282,Hieromancer's Cage,W,4.0,{3}{W},,,,"When Hieromancer's Cage enters the battlefield, exile target nonland permanent an opponent controls until Hieromancer's Cage leaves the battlefield.",uncommon,,,Enchantment,
3283,Isolate,W,1.0,{W},,,,Exile target permanent with mana value 1.,rare,,,Instant,
3284,Knight of the Tusk,W,6.0,{4}{W}{W},3.0,7.0,,Vigilance (Attacking doesn't cause this creature to tap.),common,Vigilance,,Creature,"Human, Knight"
3285,Knight's Pledge,W,2.0,{1}{W},,,,"Enchant creature
Enchanted creature gets +2/+2.",common,Enchant,,Enchantment,Aura
3286,Knightly Valor,W,5.0,{4}{W},,,,"Enchant creature
When Knightly Valor enters the battlefield, create a 2/2 white Knight creature token with vigilance. (Attacking doesn't cause it to tap.)
Enchanted creature gets +2/+2 and has vigilance.",uncommon,Enchant,,Enchantment,Aura
3287,"Lena, Selfless Champion",W,6.0,{4}{W}{W},3.0,3.0,,"When Lena, Selfless Champion enters the battlefield, create a 1/1 white Soldier creature token for each nontoken creature you control.
Sacrifice Lena: Creatures you control with power less than Lena's power gain indestructible until end of turn.",rare,,Legendary,Creature,"Human, Knight"
3288,Leonin Vanguard,W,1.0,{W},1.0,1.0,,"At the beginning of combat on your turn, if you control three or more creatures, Leonin Vanguard gets +1/+1 until end of turn and you gain 1 life.",uncommon,,,Creature,"Cat, Soldier"
3289,Leonin Warleader,W,4.0,{2}{W}{W},4.0,4.0,,"Whenever Leonin Warleader attacks, create two 1/1 white Cat creature tokens with lifelink that are tapped and attacking.",rare,,,Creature,"Cat, Soldier"
3290,Loxodon Line Breaker,W,3.0,{2}{W},3.0,2.0,,,common,,,Creature,"Elephant, Soldier"
3291,Make a Stand,W,3.0,{2}{W},,,,"Creatures you control get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",uncommon,,,Instant,
3292,Mentor of the Meek,W,3.0,{2}{W},2.0,2.0,,"Whenever another creature with power 2 or less enters the battlefield under your control, you may pay {1}. If you do, draw a card.",rare,,,Creature,"Human, Soldier"
3293,Militia Bugler,W,3.0,{2}{W},2.0,3.0,,"Vigilance (Attacking doesn't cause this creature to tap.)
When Militia Bugler enters the battlefield, look at the top four cards of your library. You may reveal a creature card with power 2 or less from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",uncommon,Vigilance,,Creature,"Human, Soldier"
3294,Novice Knight,W,1.0,{W},2.0,3.0,,"Defender (This creature can't attack.)
As long as Novice Knight is enchanted or equipped, it can attack as though it didn't have defender.",uncommon,Defender,,Creature,"Human, Knight"
3295,Oreskos Swiftclaw,W,2.0,{1}{W},3.0,1.0,,,common,,,Creature,"Cat, Warrior"
3296,Remorseful Cleric,W,2.0,{1}{W},2.0,1.0,,"Flying
Sacrifice Remorseful Cleric: Exile target player's graveyard.",rare,Flying,,Creature,"Spirit, Cleric"
3297,Resplendent Angel,W,3.0,{1}{W}{W},3.0,3.0,,"Flying
At the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.
{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.",mythic,Flying,,Creature,Angel
3298,Rustwing Falcon,W,1.0,{W},1.0,2.0,,Flying,common,Flying,,Creature,Bird
3299,Shield Mare,W,3.0,{1}{W}{W},2.0,3.0,,"Shield Mare can't be blocked by red creatures.
When Shield Mare enters the battlefield or becomes the target of a spell or ability an opponent controls, you gain 3 life.",uncommon,,,Creature,Horse
3300,Star-Crowned Stag,W,4.0,{3}{W},3.0,3.0,,"Whenever Star-Crowned Stag attacks, tap target creature defending player controls.",common,,,Creature,Elk
3301,Suncleanser,W,2.0,{1}{W},1.0,4.0,,"When Suncleanser enters the battlefield, choose one —
• Remove all counters from target creature. It can't have counters put on it for as long as Suncleanser remains on the battlefield.
• Target opponent loses all counters. That player can't get counters for as long as Suncleanser remains on the battlefield.",rare,,,Creature,"Human, Cleric"
3302,Take Vengeance,W,2.0,{1}{W},,,,Destroy target tapped creature.,common,,,Sorcery,
3303,Trusty Packbeast,W,3.0,{2}{W},2.0,3.0,,"When Trusty Packbeast enters the battlefield, return target artifact card from your graveyard to your hand.",common,,,Creature,Beast
3304,Valiant Knight,W,4.0,{3}{W},3.0,4.0,,"Other Knights you control get +1/+1.
{3}{W}{W}: Knights you control gain double strike until end of turn.",rare,,,Creature,"Human, Knight"
3305,Aether Tunnel,U,2.0,{1}{U},,,,"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked.",uncommon,Enchant,,Enchantment,Aura
3306,Aven Wind Mage,U,3.0,{2}{U},2.0,2.0,,"Flying
Whenever you cast an instant or sorcery spell, Aven Wind Mage gets +1/+1 until end of turn.",common,Flying,,Creature,"Bird, Wizard"
3307,Aviation Pioneer,U,3.0,{2}{U},1.0,2.0,,"When Aviation Pioneer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.",common,,,Creature,"Human, Artificer"
3308,Bone to Ash,U,4.0,{2}{U}{U},,,,"Counter target creature spell.
Draw a card.",uncommon,,,Instant,
3309,Departed Deckhand,U,2.0,{1}{U},2.0,2.0,,"When Departed Deckhand becomes the target of a spell, sacrifice it.
Departed Deckhand can't be blocked except by Spirits.
{3}{U}: Another target creature you control can't be blocked this turn except by Spirits.",uncommon,,,Creature,"Spirit, Pirate"
3310,Disperse,U,2.0,{1}{U},,,,Return target nonland permanent to its owner's hand.,common,,,Instant,
3311,Djinn of Wishes,U,5.0,{3}{U}{U},4.0,4.0,,"Flying
Djinn of Wishes enters the battlefield with three wish counters on it.
{2}{U}{U}, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it.",rare,Flying,,Creature,Djinn
3312,Dwindle,U,3.0,{2}{U},,,,"Enchant creature
Enchanted creature gets -6/-0.
When enchanted creature blocks, destroy it. (The attacking creature remains blocked.)",common,Enchant,,Enchantment,Aura
3313,Exclusion Mage,U,3.0,{2}{U},2.0,2.0,,"When Exclusion Mage enters the battlefield, return target creature an opponent controls to its owner's hand.",uncommon,,,Creature,"Human, Wizard"
3314,Frilled Sea Serpent,U,6.0,{4}{U}{U},4.0,6.0,,{5}{U}{U}: Frilled Sea Serpent can't be blocked this turn.,common,,,Creature,Serpent
3315,Gearsmith Prodigy,U,1.0,{U},1.0,2.0,,Gearsmith Prodigy gets +1/+0 as long as you control an artifact.,common,,,Creature,"Human, Artificer"
3316,Ghostform,U,2.0,{1}{U},,,,Up to two target creatures can't be blocked this turn.,common,,,Sorcery,
3317,Horizon Scholar,U,6.0,{5}{U},4.0,4.0,,"Flying
When Horizon Scholar enters the battlefield, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)",uncommon,"Flying, Scry",,Creature,Sphinx
3318,Metamorphic Alteration,U,2.0,{1}{U},,,,"Enchant creature
As Metamorphic Alteration enters the battlefield, choose a creature.
Enchanted creature is a copy of the chosen creature.",rare,Enchant,,Enchantment,Aura
3319,Mirror Image,U,3.0,{2}{U},0.0,0.0,,You may have Mirror Image enter the battlefield as a copy of a creature you control.,uncommon,,,Creature,Shapeshifter
3320,Mistcaller,U,1.0,{U},1.0,1.0,,"Sacrifice Mistcaller: Until end of turn, if a nontoken creature would enter the battlefield and it wasn't cast, exile it instead.",rare,,,Creature,"Merfolk, Wizard"
